textid	anger	disgust	fear	joy	sad	surprise
41	0.0763515	0.0503989	0.138078	0.305863	0.170407	0.258902
42	0.0831301	0.0492475	0.155524	0.304386	0.190637	0.217076
43	0.094319	0.0523071	0.168556	0.265901	0.202851	0.216067
44	0.085856	0.0525502	0.159344	0.266605	0.211523	0.224122
45	0.0847864	0.0585646	0.151986	0.29316	0.187287	0.224217
46	0.119563	0.0471909	0.223126	0.190561	0.20958	0.20998
47	0.0909551	0.0566733	0.154236	0.241563	0.225946	0.230627
48	0.0937135	0.0702256	0.14114	0.223897	0.175629	0.295395
49	0.0800807	0.0571895	0.142863	0.268024	0.226932	0.224911
50	0.0294163	0.0195725	0.352939	0.0972239	0.182137	0.318711
51	0.0845424	0.0550626	0.152764	0.29006	0.189536	0.228035
52	0.0825664	0.0537469	0.149333	0.306459	0.18588	0.222015
53	0.061028	0.0392468	0.228797	0.274049	0.244532	0.152347
54	0.082598	0.0535788	0.149828	0.28837	0.199812	0.225813
55	0.0623543	0.0430087	0.129062	0.335643	0.142594	0.287338
56	0.0936412	0.0707872	0.146941	0.274264	0.194011	0.220355
57	0.0801976	0.0510793	0.157492	0.293135	0.196652	0.221445
58	0.0969466	0.0558408	0.155596	0.279053	0.192238	0.220326
59	0.0965097	0.0750209	0.179239	0.24364	0.1999	0.205691
60	0.0856886	0.0857061	0.146399	0.263078	0.18575	0.233379
61	0.0856061	0.0542934	0.14843	0.295364	0.185017	0.23129
62	0.0891101	0.059454	0.150699	0.27222	0.185996	0.24252
63	0.0817861	0.0542412	0.157302	0.282524	0.209351	0.214796
64	0.0787774	0.0554041	0.144512	0.244931	0.187059	0.289316
65	0.0230285	0.0142052	0.120175	0.375913	0.0943324	0.372345
66	0.0595082	0.0452765	0.212863	0.354601	0.144306	0.183445
67	0.063719	0.044924	0.125852	0.334373	0.144111	0.287021
68	0.084716	0.0447361	0.151635	0.223861	0.291048	0.204004
69	0.0603305	0.0431299	0.247339	0.316005	0.138046	0.195149
70	0.0740739	0.0481403	0.135981	0.327198	0.167508	0.247099
71	0.0924698	0.0560951	0.148569	0.27095	0.197674	0.234241
72	0.0817149	0.0546749	0.151834	0.261394	0.224723	0.225659
73	0.080546	0.0522823	0.147373	0.264819	0.213383	0.241597
74	0.0802077	0.0527414	0.143227	0.300728	0.181401	0.241696
75	0.0618262	0.0419956	0.129711	0.374205	0.139758	0.252504
76	0.0228798	0.0155931	0.389381	0.0820297	0.274372	0.215744
77	0.0891972	0.0496042	0.210409	0.226783	0.22189	0.202116
78	0.0892935	0.0631957	0.159009	0.261744	0.196572	0.230187
79	0.0829004	0.054243	0.149417	0.299905	0.185623	0.227912
80	0.0890685	0.0543878	0.157021	0.280919	0.192973	0.225631
81	0.0531055	0.0897054	0.258385	0.16566	0.299739	0.133405
82	0.0836986	0.0531451	0.150415	0.306865	0.178674	0.227203
83	0.0768208	0.0560259	0.139195	0.274581	0.178039	0.275338
84	0.0809176	0.0487349	0.165754	0.317865	0.185414	0.201315
85	0.0883982	0.0656088	0.1527	0.280055	0.190533	0.222705
86	0.0917598	0.0604528	0.164268	0.263557	0.203665	0.216297
87	0.0912917	0.0532607	0.152048	0.275536	0.199693	0.228171
88	0.129566	0.0662193	0.141893	0.230093	0.224611	0.207618
89	0.0799742	0.0504296	0.147262	0.327208	0.175255	0.219871
90	0.100519	0.0604236	0.161654	0.215015	0.25419	0.208199
91	0.0669353	0.0396675	0.122033	0.363377	0.149899	0.258088
92	0.0806464	0.036563	0.182363	0.176196	0.217023	0.307208
93	0.201946	0.0415179	0.118704	0.268486	0.180825	0.188521
94	0.0840522	0.0547723	0.156527	0.292414	0.186783	0.225452
95	0.103458	0.0879815	0.136733	0.270014	0.188592	0.213222
96	0.0764065	0.0497411	0.147914	0.309201	0.17641	0.240327
97	0.0966639	0.058503	0.1708	0.273493	0.181951	0.218589
98	0.0819033	0.053944	0.150413	0.301532	0.189555	0.222653
99	0.0859448	0.0721915	0.149391	0.257925	0.235237	0.199311
100	0.0813173	0.0535312	0.149723	0.295819	0.181408	0.238201
101	0.0814397	0.0543618	0.168986	0.248252	0.232584	0.214377
102	0.0743425	0.0461791	0.132129	0.337133	0.155601	0.254615
103	0.0831938	0.0532051	0.171027	0.266103	0.207607	0.218864
104	0.0863808	0.0563751	0.163187	0.277235	0.187709	0.229113
105	0.0798858	0.0533639	0.144233	0.315486	0.176075	0.230957
106	0.100906	0.0558287	0.160347	0.274644	0.190375	0.2179
107	0.0901963	0.054777	0.160373	0.26873	0.21035	0.215573
108	0.0816391	0.0525382	0.147784	0.286409	0.181315	0.250315
109	0.0816832	0.0201209	0.322153	0.0808878	0.27048	0.224675
110	0.0765449	0.0645874	0.139384	0.313449	0.177529	0.228506
111	0.0464601	0.113933	0.0930412	0.250995	0.103738	0.391833
112	0.0810912	0.0612769	0.144888	0.264222	0.20648	0.242042
113	0.0846086	0.081521	0.165635	0.258904	0.196793	0.212539
114	0.0934848	0.0550183	0.162361	0.265743	0.210415	0.212978
115	0.110104	0.0782345	0.148851	0.242196	0.2128	0.207815
116	0.179497	0.0822783	0.380714	0.075474	0.198743	0.0832939
117	0.117401	0.186964	0.138063	0.174541	0.171326	0.211704
118	0.0739216	0.0501977	0.15259	0.319593	0.172887	0.230811
119	0.0904966	0.05971	0.158481	0.277183	0.192847	0.221283
120	0.0919872	0.0585128	0.157914	0.278174	0.189719	0.223693
121	0.068908	0.044768	0.124677	0.389163	0.153328	0.219156
122	0.0833978	0.0543103	0.154187	0.279156	0.186752	0.242197
123	0.0698369	0.0654029	0.0976883	0.216241	0.424185	0.126646
124	0.0827968	0.0696599	0.17419	0.261807	0.192024	0.219522
125	0.0811636	0.0522617	0.169977	0.264818	0.217278	0.214501
126	0.0873087	0.0535699	0.173304	0.289052	0.181022	0.215744
127	0.0853975	0.0555859	0.156332	0.285369	0.191727	0.225589
128	0.0696439	0.0504652	0.123768	0.301788	0.155451	0.298883
129	0.0834523	0.0542085	0.150717	0.299105	0.186013	0.226504
130	0.0603354	0.0403777	0.11471	0.358508	0.13603	0.29004
131	0.0850551	0.073121	0.154813	0.264808	0.197185	0.225018
132	0.0988479	0.0596686	0.157521	0.270912	0.193423	0.219628
133	0.122808	0.0726433	0.182784	0.219534	0.189175	0.213056
134	0.0802049	0.0488457	0.140966	0.332508	0.170661	0.226813
135	0.0857407	0.0548334	0.155999	0.268851	0.210444	0.224133
136	0.0941664	0.0560796	0.151538	0.278452	0.192512	0.227252
137	0.0867261	0.055203	0.16401	0.263846	0.211758	0.218457
138	0.0881932	0.056173	0.159216	0.271715	0.20743	0.217273
139	0.082533	0.0541749	0.149388	0.298208	0.185493	0.230203
140	0.0880082	0.0643355	0.153605	0.285106	0.189135	0.219811
141	0.0951828	0.0578331	0.154914	0.279755	0.192947	0.219368
142	0.0299497	0.00908272	0.0487771	0.492603	0.0623144	0.357273
143	0.0989208	0.07865	0.152776	0.242952	0.206862	0.219839
144	0.0876906	0.0570185	0.157929	0.278507	0.195589	0.223266
145	0.0911435	0.0563025	0.157988	0.268981	0.202382	0.223202
146	0.0796607	0.0751436	0.151625	0.290463	0.177965	0.225143
147	0.0836116	0.0544732	0.14907	0.28831	0.190269	0.234265
148	0.087188	0.0475373	0.170425	0.269632	0.185477	0.239741
149	0.082353	0.0539324	0.15104	0.300673	0.189134	0.222868
150	0.115863	0.0560434	0.18763	0.251375	0.16885	0.220239
151	0.114604	0.0466003	0.213253	0.223095	0.219825	0.182622
152	0.0926643	0.0639524	0.156354	0.274906	0.196044	0.216079
153	0.0564543	0.0371597	0.135716	0.343817	0.158968	0.267884
154	0.100133	0.0536737	0.181201	0.240643	0.224481	0.199869
155	0.0854474	0.0556451	0.153814	0.288747	0.190889	0.225457
156	0.0768717	0.0524946	0.149135	0.250358	0.231948	0.239192
157	0.0679921	0.0421824	0.154646	0.323375	0.182346	0.229458
158	0.0703054	0.0466119	0.135494	0.251816	0.155524	0.340248
159	0.163858	0.0602934	0.202661	0.213069	0.203849	0.15627
160	0.0823527	0.0537329	0.145893	0.315557	0.180356	0.222108
161	0.0853315	0.056637	0.156742	0.282316	0.197349	0.221625
162	0.0755841	0.0504246	0.13693	0.334423	0.166359	0.236279
163	0.0799013	0.0521985	0.143298	0.319114	0.178468	0.227021
164	0.0794513	0.0527262	0.159907	0.269937	0.212303	0.225676
165	0.180804	0.0795085	0.219959	0.184651	0.183501	0.151577
166	0.061568	0.0508935	0.160398	0.287386	0.157957	0.281797
167	0.0907471	0.0524919	0.177292	0.271632	0.191778	0.216059
168	0.084845	0.051211	0.162205	0.285688	0.183073	0.232977
169	0.0888033	0.0560978	0.167185	0.273767	0.1961	0.218047
170	0.0826709	0.0560377	0.148311	0.287393	0.181851	0.243736
171	0.0803772	0.0527026	0.142861	0.308106	0.181539	0.234414
172	0.0783751	0.0509421	0.199451	0.245305	0.214032	0.211895
173	0.112526	0.0404616	0.285706	0.210789	0.183199	0.167319
174	0.0894401	0.0557794	0.164272	0.253927	0.199108	0.237474
175	0.118906	0.0527009	0.161837	0.270328	0.194804	0.201423
176	0.0825406	0.0544428	0.146403	0.296572	0.185616	0.234425
177	0.0963008	0.0581813	0.161775	0.267899	0.193209	0.222635
178	0.0831132	0.0540237	0.173721	0.274258	0.193531	0.221353
179	0.0857991	0.055761	0.159872	0.283192	0.194944	0.220433
180	0.0811025	0.0534348	0.14512	0.300631	0.181071	0.238641
181	0.109374	0.0753691	0.186128	0.228546	0.211589	0.188993
182	0.0816808	0.053215	0.146921	0.272593	0.182404	0.263186
183	0.0879997	0.0500042	0.162307	0.253775	0.225752	0.220162
184	0.0401744	0.0271731	0.0736738	0.317923	0.0923727	0.448683
185	0.0846621	0.0549302	0.157816	0.277479	0.202637	0.222475
186	0.0851474	0.0572114	0.151248	0.29503	0.184103	0.22726
187	0.0952948	0.0552646	0.157802	0.278616	0.190049	0.222973
188	0.0848541	0.0554554	0.15275	0.284911	0.194638	0.227392
189	0.077631	0.0638747	0.157565	0.264032	0.178377	0.258521
190	0.0943132	0.0668037	0.157147	0.272165	0.190403	0.219168
191	0.112497	0.0630607	0.15357	0.25025	0.198607	0.222015
192	0.0811025	0.0534348	0.14512	0.300631	0.181071	0.238641
193	0.081142	0.0527274	0.146306	0.321638	0.180797	0.217389
194	0.0758405	0.0495823	0.13539	0.353723	0.169042	0.216423
195	0.0844828	0.0561789	0.165022	0.270041	0.206236	0.218039
196	0.084717	0.0551694	0.15298	0.289813	0.189464	0.227856
197	0.0869476	0.0557793	0.153779	0.283808	0.194113	0.225573
198	0.0815744	0.0540906	0.150016	0.298542	0.183701	0.232076
199	0.0765988	0.051057	0.141493	0.325606	0.171254	0.233992
200	0.0780916	0.0520124	0.142516	0.349922	0.177106	0.200352
201	0.08551	0.0543372	0.158944	0.27797	0.189745	0.233494
202	0.0836396	0.0546536	0.15091	0.277864	0.188173	0.24476
203	0.0938656	0.0632704	0.15433	0.277093	0.191412	0.220028
204	0.0896705	0.0664026	0.151639	0.29194	0.177277	0.223071
205	0.076017	0.0509063	0.14557	0.320069	0.171489	0.235949
206	0.187455	0.137249	0.140305	0.146971	0.231369	0.15665
207	0.0836763	0.0541291	0.150671	0.299318	0.186163	0.226042
208	0.0749612	0.0498155	0.136715	0.357896	0.169045	0.211567
209	0.083897	0.0549018	0.150875	0.305033	0.185714	0.219579
210	0.193548	0.163458	0.0720361	0.11889	0.332697	0.119372
211	0.0829424	0.0559878	0.151573	0.304574	0.186791	0.218132
212	0.0852187	0.0509506	0.180102	0.242643	0.224751	0.216334
213	0.086622	0.0559762	0.153023	0.286644	0.188709	0.229027
214	0.0836198	0.0545003	0.153316	0.278956	0.199336	0.230272
215	0.103281	0.0713936	0.199848	0.222952	0.199342	0.203182
216	0.0754983	0.0491939	0.136169	0.354849	0.169779	0.21451
217	0.0810233	0.0497807	0.155645	0.261087	0.230412	0.222052
218	0.173374	0.0585149	0.288324	0.154062	0.146769	0.178956
219	0.113541	0.0496625	0.140027	0.295753	0.170082	0.230935
220	0.100338	0.0658637	0.145328	0.265366	0.197472	0.225631
221	0.0848379	0.0559181	0.151496	0.274249	0.203524	0.229975
222	0.0667259	0.0776387	0.117945	0.247449	0.145347	0.344894
223	0.079232	0.0517523	0.141019	0.311863	0.176106	0.240028
224	0.0707287	0.0703421	0.124667	0.262505	0.150368	0.321389
225	0.11332	0.0810219	0.196357	0.223363	0.208205	0.177733
226	0.126833	0.0668095	0.22023	0.237247	0.156703	0.192177
227	0.0840841	0.0543977	0.153222	0.297033	0.186816	0.224447
228	0.0740462	0.0494709	0.136581	0.361227	0.169224	0.209451
229	0.106408	0.081266	0.149923	0.264673	0.181291	0.216439
230	0.0852664	0.0558687	0.153911	0.287009	0.191325	0.226619
231	0.0840599	0.0550145	0.157686	0.282634	0.192318	0.228288
232	0.0960255	0.0795289	0.142059	0.278989	0.213506	0.189892
233	0.0784801	0.0539871	0.156673	0.303654	0.184968	0.222237
234	0.0800292	0.049155	0.139088	0.312979	0.169029	0.24972
235	0.0868614	0.0578511	0.155493	0.265395	0.223247	0.211152
236	0.0820634	0.0544996	0.159615	0.28162	0.196616	0.225587
237	0.0832138	0.0541904	0.155063	0.275542	0.205427	0.226564
238	0.0778148	0.0514574	0.142446	0.301157	0.177921	0.249205
239	0.0839175	0.0558214	0.150781	0.298762	0.184832	0.225886
240	0.0756051	0.0511059	0.140182	0.344638	0.172236	0.216234
241	0.0905451	0.0562073	0.157795	0.270173	0.194685	0.230595
242	0.0846332	0.0515935	0.146898	0.302258	0.17877	0.235847
243	0.0870206	0.111631	0.116632	0.194735	0.327718	0.162263
244	0.0833002	0.0541496	0.156685	0.293574	0.189232	0.223059
245	0.0802701	0.0483714	0.137387	0.273834	0.218554	0.241584
246	0.107649	0.0725183	0.223603	0.184623	0.188919	0.222687
247	0.068548	0.0440148	0.217227	0.271292	0.173992	0.224926
248	0.0844692	0.058507	0.15821	0.285599	0.191487	0.221728
249	0.08593	0.0561528	0.158317	0.2809	0.198425	0.220276
250	0.0776761	0.0478244	0.138099	0.309415	0.170086	0.256899
251	0.0937755	0.0531647	0.186842	0.252125	0.200058	0.214034
252	0.0834948	0.054949	0.212524	0.238495	0.187968	0.222569
253	0.0848146	0.0552357	0.152456	0.292427	0.189077	0.225989
254	0.0935579	0.0590591	0.164868	0.271626	0.192524	0.218365
255	0.0720403	0.0469591	0.214847	0.262152	0.192994	0.211007
256	0.0958031	0.0604271	0.162105	0.269181	0.190463	0.222021
257	0.0819024	0.0556283	0.149696	0.264001	0.221919	0.226854
258	0.0869097	0.0702147	0.148699	0.277051	0.18627	0.230855
259	0.101427	0.0720499	0.143787	0.243341	0.243369	0.196027
260	0.0587447	0.0398723	0.119851	0.280242	0.17515	0.32614
261	0.0794092	0.0494881	0.155507	0.257021	0.24472	0.213855
262	0.094319	0.0523071	0.168556	0.265901	0.202851	0.216067
263	0.0708858	0.0485606	0.143179	0.310943	0.159711	0.266721
264	0.0861448	0.0588817	0.157775	0.279576	0.188551	0.229072
265	0.076213	0.114024	0.176788	0.22362	0.230566	0.178788
266	0.087159	0.0562604	0.155171	0.282639	0.192739	0.226032
267	0.0817581	0.0608816	0.143975	0.256697	0.216619	0.240069
268	0.0779797	0.0521495	0.142745	0.316231	0.177853	0.233041
269	0.080199	0.052082	0.144741	0.306826	0.178157	0.237995
270	0.0711136	0.0463835	0.128072	0.332469	0.162686	0.259275
271	0.0828577	0.0522361	0.144562	0.312042	0.179085	0.229217
272	0.0851107	0.0725346	0.138903	0.24675	0.226526	0.230176
273	0.103747	0.0850667	0.101563	0.412218	0.142497	0.154909
274	0.0858009	0.0580181	0.200419	0.264781	0.185156	0.205825
275	0.109912	0.0599793	0.201879	0.232056	0.197519	0.198656
276	0.0621062	0.0306169	0.112788	0.375651	0.144949	0.273889
277	0.0740352	0.0447893	0.202351	0.244121	0.221778	0.212926
278	0.0898422	0.0591508	0.159886	0.273964	0.188106	0.229051
279	0.0828116	0.0516826	0.142167	0.324203	0.177376	0.22176
280	0.0826078	0.0554616	0.156937	0.278308	0.19183	0.234855
281	0.0821619	0.0537484	0.17528	0.27504	0.193502	0.220268
282	0.0797001	0.0490729	0.139747	0.333578	0.171209	0.226693
283	0.0318121	0.0216747	0.265697	0.122285	0.230113	0.328418
284	0.119999	0.0449437	0.130307	0.323602	0.165992	0.215157
285	0.1208	0.0694803	0.163843	0.24732	0.197195	0.201363
286	0.132196	0.0895518	0.131141	0.188508	0.258315	0.200288
287	0.0832617	0.0542223	0.150067	0.307314	0.186102	0.219033
288	0.0832094	0.054472	0.150395	0.291244	0.185596	0.235083
289	0.138612	0.0455825	0.284729	0.147524	0.207566	0.175986
290	0.0562794	0.0373046	0.100995	0.26918	0.275769	0.260473
291	0.0554831	0.0378645	0.101486	0.406267	0.12542	0.273479
292	0.077916	0.054775	0.14396	0.314059	0.175154	0.234136
293	0.0809859	0.0509292	0.15672	0.293089	0.189976	0.2283
294	0.0799252	0.0526553	0.147413	0.300367	0.178489	0.24115
295	0.126526	0.0593634	0.200072	0.230771	0.201857	0.181411
296	0.0893002	0.0484225	0.193337	0.262557	0.196596	0.209787
297	0.0809497	0.0536967	0.142627	0.277601	0.181893	0.263232
298	0.0760352	0.0499142	0.150497	0.277395	0.232499	0.213659
299	0.0805749	0.0540653	0.152094	0.311594	0.181675	0.219997
300	0.0799665	0.0524886	0.159733	0.304272	0.185556	0.217984
301	0.0842122	0.0629005	0.15166	0.283537	0.189388	0.228302
302	0.0769772	0.0497816	0.219382	0.247514	0.190294	0.21605
303	0.0872976	0.0530728	0.153941	0.295914	0.186277	0.223498
304	0.0119237	0.00811996	0.244458	0.0407538	0.281036	0.413708
305	0.0916184	0.0639945	0.147221	0.277172	0.1869	0.233095
306	0.0927628	0.067691	0.150679	0.272727	0.193564	0.222576
307	0.0636603	0.0410464	0.115859	0.473163	0.142881	0.16339
308	0.0984517	0.057387	0.155267	0.272702	0.196366	0.219826
309	0.0670717	0.0461254	0.12159	0.39576	0.164547	0.204905
310	0.0889541	0.085561	0.151947	0.24811	0.195354	0.230073
311	0.0855603	0.0538723	0.169811	0.275723	0.194307	0.220726
312	0.1667	0.1667	0.1667	0.1667	0.1667	0.1667
